Date,Open,High,Low,Close,Adj Close,Volume
2014-03-18T00:00:00.000,18.782142639160156,18.99892807006836,18.757143020629883,18.97857093811035,16.716615676879883,209647200
2014-03-19T00:00:00.000,19.009286880493164,19.15142822265625,18.89285659790039,18.97357177734375,16.71221351623535,224756000
2014-03-20T00:00:00.000,18.92464256286621,19.023929595947266,18.83392906188965,18.882143020629883,16.63167953491211,208398400
2014-03-21T00:00:00.000,18.997499465942383,19.0625,18.797500610351562,19.031070709228516,16.762859344482422,374046400
2014-03-24T00:00:00.000,19.229286193847656,19.303571701049805,19.109285354614258,19.256786346435547,16.961671829223633,355700800
2014-03-25T00:00:00.000,19.33928680419922,19.491071701049805,19.27107048034668,19.46392822265625,17.144123077392578,282293200
2014-03-26T00:00:00.000,19.518571853637695,19.60714340209961,19.2450008392334,19.277856826782227,16.980228424072266,299768000
2014-03-27T00:00:00.000,19.286428451538086,19.33928680419922,19.11142921447754,19.19499969482422,16.907251358032227,222031600
2014-03-28T00:00:00.000,19.2257137298584,19.24785614013672,19.08035659790039,19.17357063293457,16.88837432861328,200564000
2014-03-31T00:00:00.000,19.258214950561523,19.31464385986328,19.140356063842773,19.169286727905273,16.884605407714844,168669200
2014-04-01T00:00:00.000,19.205713272094727,19.352500915527344,19.17035675048828,19.344642639160156,17.039064407348633,200760000
2014-04-02T00:00:00.000,19.37071418762207,19.40999984741211,19.295000076293945,19.376785278320312,17.067371368408203,180420800
2014-04-03T00:00:00.000,19.335357666015625,19.375,19.20142936706543,19.24250030517578,16.94908905029297,162344000
2014-04-04T00:00:00.000,19.278928756713867,19.28571319580078,18.94928550720215,18.99357032775879,16.72982406616211,275251200
2014-04-07T00:00:00.000,18.85785675048828,18.96071434020996,18.63892936706543,18.695356369018555,16.467161178588867,289850400
2014-04-08T00:00:00.000,18.756786346435547,18.790000915527344,18.524999618530273,18.694286346435547,16.466217041015625,243888400
2014-04-09T00:00:00.000,18.665714263916016,18.94607162475586,18.643571853637695,18.940000534057617,16.682641983032227,206169600
2014-04-10T00:00:00.000,18.952856063842773,19.00857162475586,18.684642791748047,18.695714950561523,16.46747589111328,239652000
2014-04-11T00:00:00.000,18.53571319580078,18.672500610351562,18.46928596496582,18.5575008392334,16.345731735229492,271717600
